Course,Enroll,GPA,yearly_num,dept,num,index
SYN 1,1456,3.873076923076923,836,SYN,1,0
SYN 2,1319,3.9014329037149356,828,SYN,2,1
SYN 100,387,3.9554780361757107,387,SYN,100,2
