Course,Enroll,GPA,yearly_num,dept,num,index
LATI 10,767,3.644823989569752,282,LATI,10,0
LATI 50,1903,3.3717551234892276,276,LATI,50,1
LATI 180,113,3.6276106194690265,82,LATI,180,2
