,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
41,"Roy, Kaustuv",BIEB 182 - Biology of Global Change (A),WI22,24,11,90.0%,90.0%,3.5,B+ (3.40),B (3.23)
42,"Holway, David A.",BIEB 121 - Ecology Laboratory (A),FA21,27,14,100.0%,100.0%,3.64,A- (3.93),B+ (3.60)
43,"Kohn, Joshua R",BIEB 126 - Plant Ecology (A),FA21,153,59,89.3%,87.3%,5.0,B (3.11),C+ (2.65)
44,"Petrie, Katherine Lynn",BIEB 146 - Genome Diversity and Dynamics (A),FA21,287,236,97.0%,99.6%,4.9,A- (3.72),A- (3.76)
45,"Cleland, Elsa Eleanor",BIEB 174 - Ecosystems and Global Change (A),FA21,186,89,92.9%,96.4%,5.38,B+ (3.33),B (3.23)
46,"Pagniello, Camille",BIEB 134 - Intro/Biological Oceanography (A),S221,3,3,66.7%,66.7%,7.83,B (3.00),
47,"Wills, Christopher",BIEB 150 - Evolution (A),S221,27,6,33.3%,83.3%,4.5,B- (2.80),B (3.00)
48,"Butler, Shannon Rhey",BIEB 102 - Intro Eclgy/Organisms&Habitats (A),S121,135,97,96.9%,90.7%,5.21,B+ (3.69),B+ (3.55)
49,"Butler, Shannon Rhey",BIEB 121 - Ecology Laboratory (A),SP21,31,19,100.0%,94.7%,4.18,A (4.00),A (4.00)
50,"Shurin, Jonathan",BIEB 135 - Aquatic Ecology Lab (A),SP21,44,20,95.0%,100.0%,5.5,B+ (3.63),B+ (3.56)
51,"Roy, Kaustuv",BIEB 140 - Biodiversity (A),SP21,128,58,98.2%,96.4%,5.1,B+ (3.45),B (3.24)
52,"Chao, Lin",BIEB 143 - Comp Modeling in Evol/Ecol (A),SP21,19,8,87.5%,100.0%,6.75,B+ (3.63),
53,"Rifkin, Scott",BIEB 143 - Comp Modeling in Evol/Ecol (A),SP21,19,8,87.5%,100.0%,6.75,B+ (3.63),
54,"Petrie, Katherine Lynn",BIEB 146 - Genome Diversity and Dynamics (A),SP21,360,287,99.3%,100.0%,4.96,A- (3.75),A- (3.76)
55,"Meyer, Justin Raymond",BIEB 152 - Evol of Infectious Diseases (A),SP21,406,210,98.6%,99.0%,5.16,A- (3.76),A- (3.71)
56,"Stockwell, Sarah R",BIEB 154 - Evolutionary Inquiry (A),SP21,43,36,91.7%,100.0%,6.33,B+ (3.65),B+ (3.56)
57,"Butler, Shannon Rhey",BIEB 102 - Intro Eclgy/Organisms&Habitats (A),WI21,223,191,95.8%,91.6%,4.48,B+ (3.67),A- (3.75)
58,"Stockwell, Sarah R",BIEB 121 - Ecology Laboratory (A),WI21,35,25,100.0%,100.0%,4.9,A- (3.72),A- (3.97)
59,"Barton, Andrew David",BIEB 134 - Intro/Biological Oceanography (A),WI21,78,38,94.6%,97.3%,4.67,B+ (3.46),B (3.18)
60,"Chao, Lin",BIEB 150 - Evolution (A),WI21,211,101,71.1%,76.3%,4.85,B (3.01),B (3.11)
61,"Butler, Shannon Rhey",BIEB 121 - Ecology Laboratory (A),FA20,31,24,95.8%,95.8%,5.08,A- (3.88),A (4.00)
62,"Kohn, Joshua R",BIEB 126 - Plant Ecology (A),FA20,129,53,92.2%,92.2%,4.81,B (3.27),B- (2.87)
63,"Rennison, Diana",BIEB 150 - Evolution (A),FA20,47,35,77.1%,71.4%,6.33,B+ (3.38),B- (2.89)
64,"Barton, Andrew David",BIEB 174 - Ecosystems and Global Change (A),FA20,192,79,100.0%,100.0%,5.73,B+ (3.67),B+ (3.59)
65,"Cleland, Elsa Eleanor",BIEB 174 - Ecosystems and Global Change (A),FA20,192,79,100.0%,98.7%,5.73,B+ (3.67),B+ (3.59)
66,"Butler, Shannon Rhey",BIEB 102 - Intro Eclgy/Organisms&Habitats (A),S220,93,74,93.1%,95.8%,5.35,B+ (3.49),A- (3.71)
67,"Pagniello, Camille",BIEB 134 - Intro/Biological Oceanography (A),S220,7,7,85.7%,71.4%,9.36,B (3.29),
68,"Wills, Christopher",BIEB 150 - Evolution (A),S220,52,19,78.9%,84.2%,6.5,B (3.11),B+ (3.38)
69,"Cleland, Elsa Eleanor",BIEB 121 - Ecology Laboratory (A),S120,25,4,100.0%,100.0%,8.0,A- (3.75),A- (3.72)
70,"Cleland, Elsa Eleanor",BIEB 121 - Ecology Laboratory (A),SP20,33,17,100.0%,93.8%,5.63,B+ (3.60),A- (3.78)
71,"Butler, Shannon Rhey",BIEB 121 - Ecology Laboratory (B),SP20,32,26,100.0%,95.7%,5.38,A- (3.79),A- (3.93)
72,"Chao, Lin",BIEB 143 - Comp Modeling in Evol/Ecol (A),SP20,20,9,77.8%,88.9%,8.28,B+ (3.38),B+ (3.63)
73,"Rifkin, Scott",BIEB 143 - Comp Modeling in Evol/Ecol (A),SP20,20,9,77.8%,77.8%,8.28,B+ (3.38),B+ (3.63)
74,"Petrie, Katherine Lynn",BIEB 146 - Genome Diversity and Dynamics (A),SP20,184,117,95.7%,97.4%,5.35,A- (3.85),A- (3.87)
75,"Meyer, Justin Raymond",BIEB 152 - Evol of Infectious Diseases (A),SP20,346,196,100.0%,100.0%,5.34,A- (3.74),A- (3.79)
76,"Stockwell, Sarah R",BIEB 154 - Evolutionary Inquiry (A),SP20,45,36,88.9%,94.3%,6.06,B+ (3.55),B+ (3.62)
77,"Nieh, James Charles",BIEB 166 - Animal Behavior&Communication (A),SP20,160,81,100.0%,100.0%,4.83,A- (3.77),A- (3.97)
78,"Shurin, Jonathan",BIEB 102 - Intro Eclgy/Organisms&Habitats (A),WI20,145,72,95.5%,92.5%,5.62,B (3.13),B- (2.73)
79,"Stockwell, Sarah R",BIEB 123 - Molculr Mthd/Evol & Ecol Lab (A),WI20,29,23,95.7%,95.7%,5.98,B+ (3.30),B+ (3.54)
80,"Holway, David A.",BIEB 128 - Insect Diversity (A),WI20,85,38,92.1%,97.4%,4.13,B (3.18),B- (2.92)
81,"Kurle, Carolyn M.",BIEB 130 - Marine Conservation Biology (A),WI20,164,83,100.0%,97.6%,3.23,A- (3.80),A- (3.71)
82,"Barton, Andrew David",BIEB 134 - Intro/Biological Oceanography (A),WI20,47,25,92.0%,100.0%,6.02,B (3.20),B- (2.82)
83,"Chao, Lin",BIEB 150 - Evolution (A),WI20,177,74,85.9%,94.3%,3.92,B (3.28),B+ (3.31)
84,"Kohn, Joshua R",BIEB 126 - Plant Ecology (A),FA19,84,43,83.3%,83.3%,4.88,B- (2.85),B- (2.77)
85,"Shurin, Jonathan",BIEB 135 - Aquatic Ecology Lab (A),FA19,36,24,91.7%,100.0%,3.42,B+ (3.67),A- (3.72)
86,"Petrie, Katherine Lynn",BIEB 146 - Genome Diversity and Dynamics (A),FA19,170,144,96.5%,98.6%,4.46,B+ (3.65),B+ (3.39)
87,"Barton, Andrew David",BIEB 174 - Ecosystems and Global Change (A),FA19,149,58,98.2%,94.5%,5.0,B+ (3.61),B (3.25)
88,"Cleland, Elsa Eleanor",BIEB 174 - Ecosystems and Global Change (A),FA19,149,60,98.3%,93.1%,5.09,B+ (3.63),B (3.25)
89,"Ryan, Elizabeth Mary",BIEB 194 - Adv Topics-EBE (A),FA19,12,7,85.7%,85.7%,4.5,A- (3.71),
90,"Wills, Christopher",BIEB 150 - Evolution (A),S219,17,9,100.0%,100.0%,5.61,B+ (3.67),
91,"Puritty, Chandler Elizabeth",BIEB 121 - Ecology Laboratory (A),S119,25,7,100.0%,100.0%,3.93,A- (3.86),A- (3.80)
92,"Cleland, Elsa Eleanor",BIEB 121 - Ecology Laboratory (A),SP19,32,14,92.9%,92.9%,4.79,B+ (3.57),B+ (3.40)
93,"Roy, Kaustuv",BIEB 140 - Biodiversity (A),SP19,109,51,96.0%,96.0%,4.46,B (3.19),B- (2.84)
94,"Chao, Lin",BIEB 143 - Comp Modeling in Evol/Ecol (A),SP19,24,9,100.0%,100.0%,4.5,B+ (3.63),B+ (3.49)
95,"Petrie, Katherine Lynn",BIEB 146 - Genome Diversity and Dynamics (A),SP19,162,135,97.0%,97.8%,4.97,B+ (3.66),B+ (3.41)
96,"Meyer, Justin Raymond",BIEB 152 - Evol of Infectious Diseases (A),SP19,245,186,90.8%,92.9%,5.48,B+ (3.38),B (3.08)
97,"Stockwell, Sarah R",BIEB 154 - Evolutionary Inquiry (A),SP19,41,26,92.3%,96.2%,6.12,B (3.27),B- (2.92)
98,"Stockwell, Sarah R",BIEB 123 - Molculr Mthd/Evol & Ecol Lab (A),WI19,32,23,95.7%,100.0%,5.11,B+ (3.35),B+ (3.39)
99,"Chao, Lin",BIEB 150 - Evolution (A),WI19,165,74,90.1%,92.9%,3.42,B+ (3.31),B (3.08)
100,"Broccard Bell, Heather Chr",BIEB 166 - Animal Behavior&Communication (A),WI19,110,66,93.7%,90.3%,4.59,B (3.10),C+ (2.40)
101,"Roy, Kaustuv",BIEB 182 - Biology of Global Change (A),WI19,21,9,100.0%,100.0%,3.83,B+ (3.33),B (3.09)
102,"Shurin, Jonathan",BIEB 102 - Intro Eclgy/Organisms&Habitats (A),FA18,144,94,81.5%,76.1%,5.09,B- (2.89),C+ (2.56)
103,"Butler, Shannon Rhey",BIEB 121 - Ecology Laboratory (A),FA18,16,16,100.0%,100.0%,2.63,A- (3.75),
104,"Kohn, Joshua R",BIEB 126 - Plant Ecology (A),FA18,75,36,93.9%,87.9%,4.26,B+ (3.39),B (3.04)
105,"Petrie, Katherine Lynn",BIEB 146 - Genome Diversity and Dynamics (A),FA18,88,84,96.4%,97.6%,4.38,B+ (3.69),B+ (3.52)
106,"Kryazhimskiy, Sergey A",BIEB 156 - Population Genetics (A),FA18,8,8,100.0%,100.0%,6.25,B+ (3.43),
107,"Barton, Andrew David",BIEB 174 - Ecosystems and Global Change (A),FA18,142,95,89.2%,92.5%,6.04,B+ (3.34),B- (2.83)
108,"Cleland, Elsa Eleanor",BIEB 174 - Ecosystems and Global Change (A),FA18,139,96,89.4%,80.9%,6.09,B+ (3.35),B- (2.83)
109,"Wills, Christopher",BIEB 150 - Evolution (A),S218,43,18,88.9%,88.9%,5.83,B- (2.82),B (3.27)
110,"Butler, Shannon Rhey",BIEB 102 - Intro Eclgy/Organisms&Habitats (A),S118,60,55,96.3%,96.2%,3.9,B+ (3.63),B+ (3.59)
111,"Cleland, Elsa Eleanor",BIEB 121 - Ecology Laboratory (A),SP18,35,14,100.0%,100.0%,5.36,A- (3.79),A- (3.87)
112,"Roy, Kaustuv",BIEB 140 - Biodiversity (A),SP18,114,50,91.7%,93.6%,5.04,B (3.27),C+ (2.67)
113,"Chao, Lin",BIEB 143 - Comp Modeling in Evol/Ecol (A),SP18,25,11,100.0%,100.0%,5.95,B+ (3.55),B+ (3.55)
114,"Rifkin, Scott",BIEB 143 - Comp Modeling in Evol/Ecol (A),SP18,25,11,100.0%,100.0%,5.95,B+ (3.55),B+ (3.55)
115,"Petrie, Katherine Lynn",BIEB 146 - Genome Diversity and Dynamics (A),SP18,39,33,97.0%,100.0%,4.38,B+ (3.63),B (3.20)
116,"Meyer, Justin Raymond",BIEB 152 - Evol of Infectious Diseases (A),SP18,278,238,90.3%,92.3%,5.58,B+ (3.46),B (3.15)
