,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
464,"Freilicher, Melvyn Stanley",LTWR 104 - The Novella (A),SP08,17,14,92.3%,92.3%,5.36,B+ (3.54),
465,"Jones, Nancy Lindsay","LTWR 106 - Sci Fiction,Fantasy,Irrealism (A)",SP08,19,14,100.0%,100.0%,3.64,A- (3.86),
466,"Blanco, Maria Victoria Soliven",LTWR 107 - Writing for Children (A),SP08,21,17,94.1%,94.1%,3.68,A- (3.82),A- (3.81)
467,"Springer, Anna Joy",LTWR 115 - Experimental Writing (A),SP08,19,17,100.0%,100.0%,8.03,A- (3.75),
468,"Meetze, James",LTWR 117 - Landscape Poetry (A),SP08,14,8,100.0%,100.0%,4.0,A- (3.75),
469,"Meetze, James",LTWR 126 - Creative Non-Fiction Workshops (A),SP08,21,19,100.0%,94.4%,3.61,A- (3.95),A- (3.88)
470,"Doller, Ben",LTWR 128 - Editing Workshop (A),SP08,18,17,88.2%,94.1%,4.0,A- (3.71),
471,"Granger, John F",LTWR 148 - Theory for Writers (A),SP08,19,13,84.6%,92.3%,7.88,B (3.15),
472,"Bynum, Sarah",LTWR 8A - Writing Fiction (A),SP08,89,52,98.0%,96.2%,4.42,B+ (3.66),B+ (3.58)
473,"Armantrout, Rae",LTWR 8B - Writing Poetry (A),SP08,77,47,93.3%,90.9%,3.52,B+ (3.67),A- (3.70)
474,"Howe, Fanny",LTWR 100 - Short Fiction (A),WI08,17,12,100.0%,100.0%,8.5,B+ (3.58),
475,"Doller, Ben",LTWR 104 - The Novella (A),WI08,15,11,100.0%,100.0%,5.41,B+ (3.55),
476,"Artenstein, Isaac",LTWR 110 - Screen Writing (A),WI08,17,15,100.0%,100.0%,4.37,A- (3.79),
477,"Kraus, Chris",LTWR 112 - Adapting Literature to Screen (A),WI08,20,12,91.7%,75.0%,3.33,B+ (3.64),B+ (3.52)
478,"Springer, Anna Joy",LTWR 114 - Workshops in Graphic Texts (A),WI08,17,14,100.0%,100.0%,6.07,B+ (3.50),
479,"Armantrout, Rae",LTWR 115 - Experimental Writing (A),WI08,21,14,92.3%,84.6%,5.36,B+ (3.67),B+ (3.66)
480,"Howe, Fanny",LTWR 120 - Personal Narrative (A),WI08,18,15,100.0%,93.3%,4.63,B+ (3.57),
481,"Doller, Ben",LTWR 121 - Media Writing (A),WI08,20,14,64.3%,64.3%,2.79,A- (3.86),A- (3.84)
482,"Freilicher, Melvyn Stanley",LTWR 144 - The Teaching of Writing (A),WI08,13,12,91.7%,91.7%,5.33,B+ (3.60),
483,"Springer, Anna Joy",LTWR 8A - Writing Fiction (A),WI08,84,59,94.7%,94.7%,5.43,A- (3.75),B+ (3.52)
484,"Shilling, Halle",LTWR 8C - Writing Non-Fiction (A),WI08,73,60,93.3%,100.0%,4.7,B (3.21),B (3.27)
485,"Bynum, Sarah",LTWR 100 - Short Fiction (A),FA07,19,17,100.0%,100.0%,3.88,A- (3.71),
486,"D'Andrade, Diane Coe",LTWR 109 - Writ & Publ Children's Literat (A),FA07,19,12,90.9%,81.8%,4.5,B (3.17),
487,"Yip, Wai-Lim",LTWR 113 - Intercultural Writing (A),FA07,16,7,100.0%,85.7%,3.07,B+ (3.67),
488,"Bynum, Sarah",LTWR 115 - Experimental Writing (A),FA07,23,21,100.0%,100.0%,6.0,A- (3.85),A- (3.97)
489,"Myles, Eileen",LTWR 129 - Distributing Literature (A),FA07,18,11,80.0%,100.0%,2.5,B+ (3.45),
490,"Granger, John F",LTWR 143 - Stylistics and Grammar (A),FA07,22,16,86.7%,81.3%,6.81,B+ (3.53),B (3.27)
491,"Nakayasu, Sawako",LTWR 8B - Writing Poetry (A),FA07,86,56,87.5%,89.3%,3.71,B+ (3.53),B+ (3.43)
492,"Granger, John F",LTWR 8C - Writing Non-Fiction (A),FA07,78,52,84.6%,86.0%,5.06,B+ (3.38),B (3.27)
493,"Nakayasu, Sawako",LTWR 102 - Poetry (A),SU07,16,14,100.0%,100.0%,5.07,B+ (3.64),
494,"Liebegott, Ali",LTWR 120 - Personal Narrative (A),SU07,18,14,92.9%,100.0%,6.36,A- (3.79),
495,"Liebegott, Ali",LTWR 120 - Personal Narrative (B),SU07,11,14,92.9%,100.0%,6.36,A- (3.79),
