,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
316,"Zhang, Liangfang",CENG 122 - Separation Processes (A),FA14,135,66,84.2%,73.7%,7.43,B+ (3.33),B (3.12)
317,"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (A),FA14,150,86,85.9%,57.7%,5.99,A- (3.78),B+ (3.57)
318,"Opatkiewicz, Justin Paul",CENG 100 - Process Modl&Computn/Chem Engn (A),S114,33,32,100.0%,100.0%,8.25,B+ (3.63),B+ (3.38)
319,"Arya, Gaurav",CENG 101C - Mass Transfer (A),SP14,135,50,97.9%,77.1%,6.58,B+ (3.63),B (3.27)
320,"Herz, Richard K",CENG 113 - Chemical Reaction Engineering (A),SP14,202,65,83.9%,29.0%,8.03,B+ (3.31),B (3.14)
321,"Talbot, Jan B",CENG 124B - Chem Plant & Process Design II (A),SP14,118,36,77.8%,86.1%,6.79,A- (3.86),A- (3.93)
322,"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (A),SP14,23,6,100.0%,83.3%,5.17,A- (3.83),B+ (3.59)
323,"Opatkiewicz, Justin Paul",CENG 176B - Chem Engineerng Process Lab II (A),SP14,118,38,97.4%,97.4%,7.45,B+ (3.68),B+ (3.64)
324,"Ramin, Leyla",CENG 176B - Chem Engineerng Process Lab II (A),SP14,118,33,100.0%,90.0%,7.63,A- (3.71),B+ (3.64)
325,"Lubarda, Vlado",CENG 101B - Heat Transfer (A),WI14,147,70,93.7%,68.3%,7.64,B+ (3.54),B (3.05)
326,"Opatkiewicz, Justin Paul",CENG 102 - Chemical Engin Thermodynamics (A),WI14,205,200,96.0%,100.0%,9.33,B+ (3.44),B (3.23)
327,"Herz, Richard K",CENG 124A - Chem Plant & Process Design I (A),WI14,118,33,89.7%,48.3%,8.43,A- (3.79),B+ (3.59)
328,"Yang, Kesong",CENG 15 - Engin. Comp Using MATLAB (A),WI14,108,55,78.4%,21.6%,7.03,B+ (3.56),B (3.11)
329,"Talbot, Jan B",CENG 176A - Chem Engineerng Process Lab I (A),WI14,118,30,92.6%,81.5%,9.61,B+ (3.67),B+ (3.59)
330,"Herz, Richard K",CENG 1 - Scope of Chemical Engineering (A),FA13,288,151,81.3%,78.5%,1.09,A- (3.94),
331,"Opatkiewicz, Justin Paul",CENG 100 - Process Modl&Computn/Chem Engn (A),FA13,251,231,97.4%,99.6%,8.83,B+ (3.35),B (3.12)
332,"Miller, David R.",CENG 101A - Introductory Fluid Mechanics (A),FA13,209,95,92.2%,81.1%,11.26,B+ (3.40),B- (2.93)
333,"Opatkiewicz, Justin Paul",CENG 101A - Introductory Fluid Mechanics (A),FA13,209,102,92.7%,99.0%,10.98,B+ (3.35),B- (2.93)
334,"Herz, Richard K",CENG 120 - Chemical Process Dynmics&Cntrl (A),FA13,121,43,65.9%,29.3%,8.45,B (3.13),B (3.15)
335,"Zhang, Liangfang",CENG 122 - Separation Processes (A),FA13,120,39,97.2%,97.2%,6.21,B+ (3.32),B (3.17)
336,"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (A),FA13,141,74,87.3%,63.4%,7.28,B+ (3.41),B (3.25)
337,"Herz, Richard K",CENG 15 - Engin. Comp Using MATLAB (A),S213,24,6,66.7%,50.0%,6.5,B+ (3.67),B+ (3.59)
338,"Opatkiewicz, Justin Paul",CENG 100 - Process Modl&Computn/Chem Engn (A),S113,24,24,100.0%,100.0%,9.54,B+ (3.54),B+ (3.52)
339,"Arya, Gaurav",CENG 101C - Mass Transfer (A),SP13,123,40,100.0%,100.0%,6.65,B+ (3.45),B (3.27)
340,"Herz, Richard K",CENG 113 - Chemical Reaction Engineering (B),SP13,156,70,82.4%,10.3%,8.44,B (3.29),B (3.11)
341,"Herz, Richard K",CENG 124B - Chem Plant & Process Design II (A),SP13,82,24,79.2%,66.7%,7.46,B+ (3.65),B+ (3.61)
342,"Opatkiewicz, Justin Paul",CENG 176B - Chem Engineerng Process Lab II (A),SP13,80,21,100.0%,100.0%,7.55,B+ (3.63),B+ (3.48)
343,"Talbot, Jan B",CENG 176B - Chem Engineerng Process Lab II (A),SP13,80,20,100.0%,70.0%,7.61,B+ (3.65),B+ (3.48)
344,"Talbot, Jan B",CENG 101B - Heat Transfer (A),WI13,130,57,94.5%,76.4%,7.31,B+ (3.40),B- (2.88)
345,"Opatkiewicz, Justin Paul",CENG 102 - Chemical Engin Thermodynamics (A),WI13,155,152,95.4%,98.7%,8.57,B+ (3.37),B+ (3.39)
346,"Herz, Richard K",CENG 124A - Chem Plant & Process Design I (A),WI13,81,25,83.3%,62.5%,9.37,B+ (3.57),B+ (3.43)
347,"Opatkiewicz, Justin Paul",CENG 176A - Chem Engineerng Process Lab I (A),WI13,79,24,95.8%,87.5%,10.07,B+ (3.65),B+ (3.55)
348,"Talbot, Jan B",CENG 176A - Chem Engineerng Process Lab I (A),WI13,79,23,91.3%,60.9%,9.8,B+ (3.50),B+ (3.55)
349,"Zhang, Liangfang",CENG 176A - Chem Engineerng Process Lab I (A),WI13,79,23,91.3%,95.7%,9.86,B+ (3.62),B+ (3.55)
350,"Talbot, Jan B",CENG 1 - Scope of Chemical Engineering (A),FA12,244,111,92.6%,94.7%,1.0,A- (3.91),
351,"Opatkiewicz, Justin Paul",CENG 100 - Process Modl&Computn/Chem Engn (A),FA12,224,192,89.5%,97.4%,8.5,B (3.15),B (3.04)
