,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
27,"Yang, Liang","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",SP23,285,124,77.3%,77.3%,6.13,B (3.27),B (3.02)
28,"Arlett, Jessica Lynn",PHYS 2CL - Phys Lab-Elec&Magnetism (A),SP23,97,31,71.0%,83.9%,4.76,B+ (3.55),B (3.26)
29,"Du, Chunhui",PHYS 2CL - Phys Lab-Elec&Magnetism (A),SP23,97,31,71.0%,77.4%,4.76,B+ (3.55),B (3.26)
30,"Branson, James G",PHYS 2D - Phys-Relativity&Quantm Physics (A),SP23,41,12,72.7%,54.5%,7.23,B (3.27),B+ (3.37)
31,"Frano Pereira, Alex M",PHYS 4E - Physics Majors-Quantum Physics (A),SP23,97,39,97.2%,100.0%,8.28,B (3.27),B (3.15)
32,"Grinstein, Benjamin",PHYS 87 - First-year Seminar (A),SP23,16,10,100.0%,88.9%,0.72,A (4.00),
33,"Fogler, Michael M.",PHYS 100B - Electromagnetism II (A),WI23,73,22,63.6%,59.1%,7.86,B- (2.86),B- (2.79)
34,"Lin, Tongyan",PHYS 105A - Mathematical&Computatnl Phy I (A),WI23,68,25,95.8%,100.0%,8.02,B+ (3.44),B (3.04)
35,"Serra, Mattia",PHYS 110B - Mechanics II (A),WI23,19,8,100.0%,100.0%,6.75,B (3.29),
36,"Feddersen, Falk",PHYS 111 - Introduction to Ocean Waves (A),WI23,15,6,100.0%,100.0%,8.1,B+ (3.33),
37,"Arnold, Kam S",PHYS 124 - Laboratory Projects (A),WI23,16,3,100.0%,100.0%,7.83,B+ (3.67),
38,"Di Ventra, Massimiliano",PHYS 139 - Special Topics (A),WI23,11,4,100.0%,100.0%,5.0,A (4.00),
39,"Schuller, Ivan K",PHYS 139 - Special Topics (A),WI23,11,4,100.0%,100.0%,5.0,A (4.00),
40,"Grinstein, Benjamin",PHYS 139 - Special Topics (B),WI23,10,4,100.0%,100.0%,5.0,B+ (3.50),
41,"Duarte, Javier Mauricio",PHYS 139 - Special Topics (C),WI23,25,8,75.0%,100.0%,5.25,B (3.14),A- (3.84)
42,"Arovas, Daniel P",PHYS 140B - Statistical & Thermal Phys II (A),WI23,19,7,100.0%,100.0%,6.21,B (3.00),
43,"You, Yizhuang",PHYS 152A - Condensed Matter Physics (A),WI23,27,10,100.0%,100.0%,5.9,B+ (3.60),A- (3.98)
44,"Sandstrom, Karin Marie",PHYS 160 - Stellar Astrophysics (A),WI23,36,10,100.0%,70.0%,6.9,B+ (3.60),B (3.21)
45,"Konopacky, Quinn Morgan",PHYS 164 - Observational Astrophysics Lab (A),WI23,32,27,92.6%,96.3%,8.94,B (3.26),B (3.18)
46,"Groisman, Alexander",PHYS 1A - Mechanics (A),WI23,324,114,62.7%,60.0%,7.42,B- (2.97),B (3.17)
47,"Arlett, Jessica Lynn",PHYS 1AL - Mechanics Laboratory (0),WI23,317,123,34.8%,55.5%,5.6,B- (2.92),B- (2.73)
