,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
0,"Liao, Ping H",LTCH 101 - Readings/Contemp Chinese Lit (A),WI23,105,27,88.5%,84.0%,4.81,A- (3.82),B+ (3.51)
1,"Fiss, Geraldine Anna",LTCH 101 - Readings/Contemp Chinese Lit (A),WI22,73,40,100.0%,100.0%,7.01,A- (3.73),B+ (3.59)
2,"Liao, Ping H",LTCH 101 - Readings/Contemp Chinese Lit (A),FA21,79,21,95.2%,95.2%,5.64,B+ (3.63),B+ (3.50)
3,"Chen, Jing",LTCH 101 - Readings/Contemp Chinese Lit (A),S121,34,23,91.3%,91.3%,8.59,A- (3.75),B+ (3.39)
4,"Wang, Yiwen",LTCH 101 - Readings/Contemp Chinese Lit (A),SP21,39,23,100.0%,100.0%,3.8,A- (3.91),A- (3.85)
5,"Liao, Ping H",LTCH 101 - Readings/Contemp Chinese Lit (A),FA20,79,25,92.0%,87.5%,6.26,A- (3.92),B+ (3.66)
6,"Wang, Pai",LTCH 101 - Readings/Contemp Chinese Lit (A),SP20,37,19,89.5%,78.9%,4.5,A- (3.93),A- (3.80)
7,"Liao, Ping H",LTCH 101 - Readings/Contemp Chinese Lit (A),FA19,80,24,95.7%,100.0%,5.54,A- (3.86),B+ (3.52)
8,"Liao, Ping H",LTCH 101 - Readings/Contemp Chinese Lit (A),SP19,136,41,81.1%,80.6%,4.61,B+ (3.55),B+ (3.36)
9,"Heinrich, Larissa",LTCH 101 - Readings/Contemp Chinese Lit (A),WI19,138,49,91.3%,95.6%,6.59,A- (3.87),B+ (3.67)
10,"Liao, Ping H",LTCH 101 - Readings/Contemp Chinese Lit (A),SP18,50,21,94.7%,100.0%,4.61,A- (3.94),B+ (3.48)
11,"Heinrich, Larissa",LTCH 101 - Readings/Contemp Chinese Lit (A),FA16,108,34,90.9%,90.9%,5.13,A- (3.94),B+ (3.56)
12,"Liao, Ping H",LTCH 101 - Readings/Contemp Chinese Lit (A),WI16,73,34,59.4%,40.6%,4.7,B+ (3.45),B (3.08)
13,"Zhang, Yingjin",LTCH 101 - Readings/Contemp Chinese Lit (A),SP15,95,25,86.4%,90.9%,4.23,A (4.00),B+ (3.30)
14,"Liao, Ping H",LTCH 101 - Readings/Contemp Chinese Lit (A),SP14,60,21,95.2%,90.5%,4.18,A- (3.93),B+ (3.46)
15,"Chau, Angie C.",LTCH 101 - Readings/Contemp Chinese Lit (A),WI14,48,18,100.0%,93.8%,7.0,A- (3.94),A- (3.72)
16,"Zhang, Yingjin",LTCH 101 - Readings/Contemp Chinese Lit (A),SP13,52,13,100.0%,100.0%,5.58,A- (3.75),B+ (3.53)
17,"Chau, Angie C.",LTCH 101 - Readings/Contemp Chinese Lit (A),WI13,36,14,92.9%,100.0%,5.42,A- (3.93),B+ (3.36)
18,"Zhang, Yingjin",LTCH 101 - Readings/Contemp Chinese Lit (A),SP12,42,26,96.2%,88.5%,6.98,A- (3.77),B+ (3.58)
19,"Liao, Ping H",LTCH 101 - Readings/Contemp Chinese Lit (A),WI11,43,19,88.9%,83.3%,5.87,A- (3.87),B+ (3.51)
20,"Liao, Ping H",LTCH 101 - Readings/Contemp Chinese Lit (A),WI10,28,11,90.9%,90.9%,7.59,B+ (3.67),B (3.02)
21,"Heinrich, Larissa",LTCH 101 - Readings/Contemp Chinese Lit (A),FA09,22,12,91.7%,100.0%,7.17,A- (3.82),A- (3.78)
22,"Zhang, Yingjin",LTCH 101 - Readings/Contemp Chinese Lit (A),WI09,25,17,100.0%,100.0%,4.38,A- (3.86),B+ (3.64)
23,"Liu, Jin",LTCH 101 - Readings/Contemp Chinese Lit (A),SP08,26,21,100.0%,100.0%,4.69,A- (3.89),B+ (3.57)
