,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
354,"Forbes, Camille",LTEN 87 - Freshman Seminar (A),WI14,10,4,75.0%,100.0%,1.0,,
355,"Vitkus, Daniel J.",LTEN 112 - Shakespeare I: Elizabethan Prd (A),FA13,18,9,100.0%,75.0%,6.75,A- (3.88),
356,"Vitkus, Daniel J.",LTEN 117 - Topics: The 17th Century (A),FA13,14,7,100.0%,100.0%,8.5,B (3.00),
357,"Loose, Margaret",LTEN 127 - Victorian Poetry (A),FA13,11,4,100.0%,100.0%,4.0,B (3.25),
358,"Shevelow, Kathryn Ann",LTEN 138 - British Novel: 1680-1790 (A),FA13,35,14,100.0%,92.3%,6.35,B+ (3.33),B- (2.99)
359,"Loose, Margaret",LTEN 142 - British Novel: 1830-1890 (A),FA13,26,11,100.0%,100.0%,6.9,B+ (3.56),B (3.11)
360,"Cassedy, Steven Dennis",LTEN 158 - Modern American Literature (A),FA13,36,10,70.0%,80.0%,6.9,B (3.13),B (3.15)
361,"Heryford, Ryan W",LTEN 159 - Contemporary American Lit (A),FA13,17,9,100.0%,100.0%,6.28,B+ (3.67),
362,"Lampert-Weissig, Lisa",LTEN 21 - Intro/Lit/Brit Isles: pre-1660 (A),FA13,69,37,73.5%,88.2%,5.44,B+ (3.32),B+ (3.46)
363,"Forbes, Camille",LTEN 27 - Intro/Afro-American Literature (A),FA13,93,40,80.0%,87.5%,5.12,B+ (3.39),B (3.24)
364,"Heintz, Lauren Allison",LTEN 149 - Topics: English-Language Lit (A),S213,16,4,100.0%,100.0%,7.5,B (3.00),
365,"Shevelow, Kathryn Ann",LTEN 148 - Genres/English&American Lit (B),S113,25,4,100.0%,100.0%,9.0,B+ (3.50),B (3.14)
366,"Wesling, Megan E.",LTEN 149GS - Themes/English & American Lit (A),S113,19,5,100.0%,100.0%,5.5,A (4.00),
367,"Wesling, Megan E.",LTEN 158GS - Topics/Modrn Americn Literatre (A),S113,19,4,100.0%,100.0%,5.5,A (4.00),
368,"Lerer, Seth",LTEN 113 - Shakespeare II:Jacobean Period (A),SP13,32,12,100.0%,100.0%,5.5,B+ (3.60),B+ (3.62)
369,"Loose, Margaret",LTEN 124 - Topics: The 19th Century (A),SP13,10,5,100.0%,100.0%,8.0,B (3.25),
370,"Streeby, Shelley",LTEN 148 - Genres/English&American Lit (A),SP13,57,18,94.4%,83.3%,7.06,A- (3.75),B+ (3.33)
371,"Lampert-Weissig, Lisa","LTEN 150 - Gender, Text, and Culture (A)",SP13,18,7,85.7%,85.7%,4.21,A- (3.71),
372,"Tonkovich, Nicole",LTEN 154 - The American Renaissance (A),SP13,27,14,100.0%,100.0%,6.81,B+ (3.45),B (3.23)
373,"Escudero, Andrew Mario",LTEN 188 - Contemporary Caribbean Lit (A),SP13,12,5,100.0%,100.0%,7.5,B (3.20),
374,"Loose, Margaret",LTEN 23 - Lit/British Isles:1832-Present (A),SP13,54,18,94.1%,70.6%,3.21,B+ (3.35),B (3.16)
375,"Davidson, R. Michael",LTEN 26 - Intro/Lit/US: 1865 - Present (A),SP13,71,25,92.0%,96.0%,6.1,B+ (3.36),B (3.08)
376,"Mariscal, George",LTEN 29 - Intro/Chicano/Latino Lit. (A),SP13,104,45,93.2%,95.5%,4.07,B+ (3.45),B (3.03)
377,"Lampert-Weissig, Lisa",LTEN 107 - Chaucer (A),WI13,14,6,100.0%,100.0%,6.17,B+ (3.67),
378,"Randel, Fred V.",LTEN 125 - Romantic Poetry (A),WI13,27,12,100.0%,90.9%,7.23,B+ (3.56),B- (2.90)
379,"Gagnon, Jeffrey C",LTEN 142 - British Novel: 1830-1890 (A),WI13,15,8,100.0%,100.0%,5.93,B+ (3.57),
380,"George, Rosemary Marangoly",LTEN 144 - British Novel: 1890-present (A),WI13,14,5,100.0%,100.0%,4.1,B (3.00),
381,"Wesling, Megan E.",LTEN 175A - New Amer Fiction:WWII-Present (A),WI13,26,13,100.0%,100.0%,5.42,B+ (3.58),A- (3.73)
382,"O'Brien, William Arctander",LTEN 176 - Major American Writers (A),WI13,25,15,93.3%,93.3%,7.42,B+ (3.43),B+ (3.38)
383,"Solomon, Amanda Lee Albaniel",LTEN 181 - Asian American Literature (A),WI13,16,9,100.0%,100.0%,4.28,B+ (3.50),
384,"Childs, Dennis R.",LTEN 183 - Topics/African-American Prose (A),WI13,10,4,100.0%,100.0%,6.5,A- (3.75),
385,"Childs, Dennis R.",LTEN 185 - Themes/Afro-Americn Literature (A),WI13,20,11,90.9%,100.0%,4.14,B+ (3.63),B+ (3.60)
386,"Shevelow, Kathryn Ann",LTEN 22 - Intro/Lit/Brtish Is:1660-1832 (A),WI13,50,26,96.2%,92.3%,4.82,B+ (3.67),B+ (3.48)
387,"Tonkovich, Nicole",LTEN 25 - Intro/Lit/US: Beginning - 1865 (A),WI13,37,13,84.6%,92.3%,7.12,B+ (3.33),B (3.02)
388,"Forbes, Camille",LTEN 27 - Intro/Afro-American Literature (A),WI13,94,46,78.3%,87.0%,4.45,B+ (3.30),B- (2.76)
389,"Propp, William Henry",LTEN 87 - Freshman Seminar (A),WI13,7,3,100.0%,100.0%,1.83,A (4.00),
390,"Rahimi, Babak",LTEN 87 - Freshman Seminar (A),WI13,7,3,100.0%,100.0%,1.83,A (4.00),
391,"Shevelow, Kathryn Ann",LTEN 120 - Topics: The 18th Century (A),FA12,39,16,100.0%,100.0%,6.5,B+ (3.57),B (3.24)
392,"Loose, Margaret",LTEN 127 - Victorian Poetry (A),FA12,26,9,71.4%,71.4%,5.93,B (3.29),B (3.10)
393,"Davidson, R. Michael",LTEN 132 - Topics: Modern Irish Lit (A),FA12,35,10,80.0%,100.0%,3.9,B+ (3.67),B+ (3.51)
394,"Loose, Margaret",LTEN 144 - British Novel: 1890-present (A),FA12,13,11,90.0%,100.0%,6.9,B+ (3.38),
395,"Dominguez, Andrea M",LTEN 149 - Topics: English-Language Lit (A),FA12,9,3,100.0%,100.0%,7.17,B+ (3.33),
396,"Frohlich, Soren",LTEN 149 - Topics: English-Language Lit (B),FA12,11,6,100.0%,100.0%,8.5,B+ (3.67),
397,"Davidson, R. Michael",LTEN 172 - Amer Poetry II:Whitman-Modern (A),FA12,36,13,100.0%,100.0%,5.17,B+ (3.60),B+ (3.45)
398,"Blanco, John D",LTEN 181 - Asian American Literature (A),FA12,17,7,71.4%,100.0%,7.36,A- (3.71),
399,"Lampert-Weissig, Lisa",LTEN 21 - Intro/Lit/Brit Isles: pre-1660 (A),FA12,57,24,86.4%,100.0%,6.59,B (3.05),B (3.19)
400,"Blanco, John D",LTEN 28 - Intr/Asian-American Literature (A),FA12,92,52,84.0%,76.0%,5.56,B (3.26),B (3.09)
401,"Shevelow, Kathryn Ann",LTEN 140 - British Novel: 1790-1830 (A),S212,24,10,90.0%,100.0%,9.5,B+ (3.67),B+ (3.38)
