,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
477,"Gillespie, Gary N",CSE 95 - Tutor Apprentice (A),WI21,83,52,90.0%,93.9%,1.78,A (4.00),
478,"Sahoo, Debashis",CSE 100 - Advanced Data Structures (A),FA20,127,47,95.6%,81.8%,10.19,B+ (3.62),B (3.18)
479,"Moshiri, Alexander Niema",CSE 100 - Advanced Data Structures (B),FA20,351,157,98.1%,98.7%,8.14,A- (3.78),B+ (3.32)
480,"Jones, Miles E",CSE 101 - Design & Analysis of Algorithm (A),FA20,389,119,95.7%,94.9%,9.58,B+ (3.54),B+ (3.53)
481,"Dasgupta, Sanjoy",CSE 103 - Practical Intro/Prob & Stats (A),FA20,184,87,91.8%,96.5%,7.04,B+ (3.49),B (3.21)
482,"Jones, Miles E",CSE 105 - Theory of Computation (A),FA20,195,82,87.5%,92.5%,8.83,B+ (3.58),B (3.26)
483,"Meyer, Kyle Phillip",CSE 105 - Theory of Computation (B),FA20,147,54,81.1%,80.8%,8.61,B+ (3.49),B+ (3.39)
484,"Bellare, Mihir",CSE 107 - Intro to Modern Cryptography (A),FA20,78,18,93.8%,93.8%,7.63,B+ (3.50),B (3.02)
485,"Cao, Yingjun",CSE 11 - Accel. Intro to Programming (A),FA20,185,161,96.3%,98.1%,9.81,B+ (3.62),B+ (3.33)
486,"Cao, Yingjun",CSE 11 - Accel. Intro to Programming (B),FA20,185,163,96.3%,100.0%,8.84,B+ (3.70),B+ (3.45)
487,"Miranda, Gregory Joseph",CSE 11 - Accel. Intro to Programming (C),FA20,183,153,94.7%,92.1%,9.14,B+ (3.60),B (3.22)
488,"August, Robert Henry",CSE 11 - Accel. Intro to Programming (D),FA20,137,74,95.9%,87.7%,8.69,B+ (3.70),B (3.18)
489,"Gillespie, Gary N",CSE 110 - Software Engineering (A),FA20,383,104,83.2%,73.0%,10.62,B+ (3.66),A- (3.78)
490,"Weibel, Nadir",CSE 118 - Ubiquitous Computing (A),FA20,14,3,66.7%,100.0%,5.83,A (4.00),
491,"Miranda, Gregory Joseph",CSE 12 - Basic Data Struct & OO Design (A),FA20,172,77,86.7%,89.2%,13.2,B+ (3.53),B (3.29)
492,"Miranda, Gregory Joseph",CSE 12 - Basic Data Struct & OO Design (B),FA20,173,68,89.2%,86.2%,12.05,B+ (3.64),B+ (3.33)
