,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
63,"Heinrich, Larissa",LTEA 110B - Modern Chinese Fictn/Transltn (A),WI16,57,23,90.9%,95.5%,5.23,B+ (3.59),A- (3.77)
64,"Liao, Ping H",LTEA 120B - Taiwan Films (A),WI16,201,104,29.9%,29.9%,6.9,B (3.28),B- (2.84)
65,"Lee, Jin-Kyung","LTEA 142 - Korean Film, Lit & Pop Culture (A)",WI16,86,34,79.4%,79.4%,4.91,B+ (3.38),B+ (3.49)
66,"Liao, Ping H",LTEA 110A - Classicl Chinese Fict/Transltn (A),FA15,184,62,80.3%,78.7%,5.22,B+ (3.69),B (3.17)
67,"Miyao, Daisuke",LTEA 138 - Japanese Films (A),FA15,145,45,95.5%,97.7%,2.78,A- (3.94),A- (3.91)
68,"Lee, Jin-Kyung",LTEA 141 - Mod Kor Lit 1945 to Present (A),FA15,34,7,71.4%,71.4%,4.21,B+ (3.40),B+ (3.45)
69,"Zhang, Yingjin",LTEA 120A - Chinese Films (A),S115,45,12,91.7%,100.0%,5.95,B+ (3.57),B+ (3.38)
70,"Lei, Jun",LTEA 110B - Modern Chinese Fictn/Transltn (A),SP15,31,17,93.8%,93.8%,6.5,A- (3.75),B+ (3.61)
71,"Liao, Ping H",LTEA 120B - Taiwan Films (A),SP15,173,47,95.6%,88.9%,4.73,A- (3.72),B+ (3.31)
72,"Liao, Ping H",LTEA 110A - Classicl Chinese Fict/Transltn (A),WI15,105,34,100.0%,100.0%,5.79,A- (3.96),B+ (3.38)
73,"Zhang, Yingjin",LTEA 120C - Hong Kong Films (A),WI15,149,45,95.5%,90.9%,4.92,B+ (3.48),B+ (3.30)
74,"Reid, Roddey",LTEA 132 - Later Japanese Lit/Translatn (A),WI15,24,11,100.0%,100.0%,5.05,B+ (3.67),B+ (3.69)
75,"Lee, Jin-Kyung",LTEA 140 - Modern Korean Lit/Translation (A),WI15,43,11,66.7%,55.6%,3.83,B+ (3.57),B+ (3.51)
76,"Han, Inhye",LTEA 110C - Contemp Chin Fiction/Translatn (A),FA14,38,17,66.7%,80.0%,10.96,A (4.00),B (3.28)
77,"Miyao, Daisuke",LTEA 132 - Later Japanese Lit/Translatn (A),FA14,37,19,94.1%,94.1%,4.85,A- (3.81),A- (3.87)
78,"Miyao, Daisuke",LTEA 138 - Japanese Films (A),FA14,54,22,95.0%,100.0%,4.82,A (4.00),B+ (3.69)
79,"Lee, Jin-Kyung",LTEA 143 - Gndr&Sexuality/Kor'n Lit&Cult. (A),FA14,70,25,91.3%,73.9%,5.59,A- (3.80),B+ (3.53)
80,"Zhang, Yingjin",LTEA 120A - Chinese Films (A),S114,83,14,100.0%,84.6%,7.17,A- (3.77),B (3.06)
81,"Chau, Angie C.",LTEA 110C - Contemp Chin Fiction/Translatn (A),SP14,76,30,100.0%,100.0%,4.43,A- (3.79),B+ (3.44)
82,"Reid, Roddey",LTEA 138 - Japanese Films (A),SP14,60,20,90.0%,90.0%,5.2,B+ (3.43),B (3.06)
83,"Lee, Jin-Kyung",LTEA 144 - Korean American Literature (A),SP14,32,10,100.0%,100.0%,4.94,A (4.00),B+ (3.55)
84,"Liao, Ping H",LTEA 110A - Classicl Chinese Fict/Transltn (A),WI14,70,23,95.7%,95.7%,4.85,A- (3.88),B+ (3.45)
85,"Lee, Jin-Kyung","LTEA 142 - Korean Film, Lit & Pop Culture (A)",WI14,121,34,82.4%,76.5%,4.63,B+ (3.57),B+ (3.65)
86,"Chau, Angie C.",LTEA 110B - Modern Chinese Fictn/Transltn (A),FA13,94,36,91.7%,100.0%,6.04,B+ (3.69),B+ (3.34)
87,"Liao, Ping H",LTEA 120B - Taiwan Films (A),FA13,144,51,74.0%,76.0%,5.1,B+ (3.31),B (3.09)
88,"Lee, Jin-Kyung",LTEA 141 - Mod Kor Lit 1945 to Present (A),FA13,41,17,100.0%,100.0%,5.91,B+ (3.57),B+ (3.49)
89,"Zhang, Yingjin",LTEA 120A - Chinese Films (A),S213,43,8,100.0%,100.0%,6.5,A (4.00),B+ (3.50)
90,"Zhang, Yingjin",LTEA 120C - Hong Kong Films (A),S213,40,9,88.9%,88.9%,6.5,A- (3.75),B+ (3.40)
91,"Chau, Angie C.",LTEA 110B - Modern Chinese Fictn/Transltn (A),SP13,37,16,86.7%,100.0%,5.3,A- (3.71),B+ (3.46)
92,"Lee, Janet","LTEA 142 - Korean Film, Lit & Pop Culture (A)",SP13,67,19,89.5%,89.5%,3.87,B+ (3.63),B+ (3.69)
93,"Chau, Angie C.",LTEA 110C - Contemp Chin Fiction/Translatn (A),WI13,39,22,100.0%,95.5%,5.17,A- (3.80),B+ (3.40)
