,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
194,"Yang, Kesong",NANO 110 - Modeling of Nanoscale Systems (A),FA17,45,35,94.3%,97.1%,5.53,A- (3.76),A- (3.75)
195,"Lubarda, Vlado",NANO 15 - Engin. Comp Using MATLAB (A),FA17,42,15,92.3%,69.2%,4.21,A- (3.79),B+ (3.62)
196,"Lubarda, Vlado",NANO 15 - Engin. Comp Using MATLAB (B),FA17,59,28,84.0%,80.0%,6.1,B+ (3.64),B+ (3.62)
197,"Xu, Sheng",NANO 156 - Nanomaterials (A),FA17,87,74,98.6%,98.6%,4.8,A- (3.73),A- (3.77)
198,"Luo, Jian",NANO 158 - Phase Transformations/Kinetics (A),FA17,17,11,100.0%,100.0%,5.59,A- (3.70),
199,"Herz, Richard K",NANO 15 - Engin. Comp Using MATLAB (A),S217,7,4,100.0%,100.0%,4.5,A (4.00),
200,"Chen, Yi",NANO 103 - Foundatn NanoEng/Biochem Princ (A),SP17,31,15,80.0%,93.3%,5.03,B+ (3.64),B+ (3.69)
201,"Ong, Shyue Ping",NANO 106 - Crystallography of Materials (A),SP17,80,74,90.3%,91.7%,8.56,B (3.25),B- (2.91)
202,"Chen, Shaochen",NANO 112 - Synthesis/Fabricatn/NanoEngSys (A),SP17,75,18,64.7%,70.6%,2.75,B+ (3.31),B+ (3.66)
203,"Tao, Andrea Rae",NANO 120B - NanoEng Systems Design II (A),SP17,80,16,53.3%,73.3%,9.3,B+ (3.50),B+ (3.62)
204,"Lipomi, Darren John",NANO 134 - Polymeric Materials (A),SP17,49,24,95.7%,100.0%,6.95,B+ (3.41),B (3.01)
205,"Meng, Y.Shirley",NANO 148 - Thermodynamics of Materials (A),SP17,44,35,94.1%,91.2%,5.44,B+ (3.67),B+ (3.52)
206,"Lubarda, Vlado",NANO 150 - Mechanics of Nanomaterials (A),SP17,29,10,100.0%,100.0%,6.9,B+ (3.30),B+ (3.45)
207,"Fullerton, Eric E",NANO 168 - Electr/Dielectr/Magnetic Propr (A),SP17,16,3,100.0%,100.0%,6.5,A (4.00),
208,"Wang, Joseph",NANO 1 - NanoEngineering Seminar (A),WI17,33,19,84.2%,94.7%,0.61,B+ (3.50),
209,"Cubukcu, Ertugrul",NANO 100L - Physical Prop.of Materials Lab (A),WI17,27,11,100.0%,90.9%,8.7,B (3.27),B+ (3.57)
210,"Horvath, Stephen",NANO 100L - Physical Prop.of Materials Lab (A),WI17,26,11,100.0%,100.0%,8.5,B (3.27),B+ (3.57)
211,"Lipomi, Darren John",NANO 101 - Introduction to NanoEngineerng (A),WI17,97,59,89.3%,94.6%,5.46,B+ (3.44),B (3.11)
212,"Sirbuly, Donald",NANO 104 - Foundatn NanoEng/Physical Prin (A),WI17,44,15,76.9%,69.2%,8.5,B (3.08),B- (2.86)
213,"Vazquez Mena, Oscar",NANO 104 - Foundatn NanoEng/Physical Prin (A),WI17,44,15,76.9%,92.3%,8.5,B (3.08),B- (2.86)
214,"Cubukcu, Ertugrul",NANO 107 - Elect Dev&Circuits for NanoEng (A),WI17,61,24,87.5%,95.8%,6.41,B (3.17),B (3.05)
215,"Fenning, David",NANO 111 - Characterization/NanoEng Systm (A),WI17,66,54,70.4%,66.7%,6.19,B (3.17),B (3.03)
216,"Ong, Shyue Ping",NANO 114 - Prob and Stat Methods for Eng (A),WI17,15,11,100.0%,100.0%,7.05,B (3.27),
217,"Sirbuly, Donald",NANO 120A - NanoEng Systems Design I (A),WI17,80,29,85.2%,88.9%,9.37,B+ (3.46),B (3.21)
218,"Lubarda, Vlado",NANO 141A - Eng Mech I: Analysis of Equil (A),WI17,18,10,87.5%,100.0%,3.93,B+ (3.57),
219,"Yang, Kesong",NANO 15 - Engin. Comp Using MATLAB (A),WI17,46,38,92.1%,76.3%,5.45,B+ (3.54),B (3.03)
220,"Lubarda, Vlado",NANO 174 - Mech. Behavior of Materials (A),WI17,17,10,100.0%,100.0%,4.72,B+ (3.44),
221,"Xu, Sheng",NANO 4 - Experience NanoEngineering (A),WI17,28,20,94.7%,94.7%,0.83,A (4.00),
222,"Vazquez Mena, Oscar",NANO 4 - Experience NanoEngineering (B),WI17,25,15,93.3%,93.3%,0.63,A (4.00),
223,"Tao, Andrea Rae",NANO 102 - Foundatn NanoEng: Chem Princpl (A),FA16,42,21,85.0%,85.0%,7.9,B- (2.95),C+ (2.69)
224,"Vecchio, Kenneth S",NANO 108 - Materials Science & Engineerng (A),FA16,77,31,78.6%,42.9%,6.14,B (3.00),C+ (2.45)
225,"Arya, Gaurav",NANO 110 - Modeling of Nanoscale Systems (A),FA16,79,33,78.1%,87.5%,6.1,B+ (3.32),B (3.09)
226,"Drews, Aaron",NANO 15 - Engin. Comp Using MATLAB (A),FA16,13,13,100.0%,100.0%,6.5,B+ (3.33),
227,"Drews, Aaron",NANO 15 - Engin. Comp Using MATLAB (B),FA16,14,13,84.6%,92.3%,7.88,B+ (3.38),
228,"Drews, Aaron",NANO 15 - Engin. Comp Using MATLAB (C),FA16,15,13,92.3%,92.3%,7.12,A- (3.73),
229,"Xu, Sheng",NANO 156 - Nanomaterials (A),FA16,51,23,95.5%,95.5%,3.93,B+ (3.67),B+ (3.66)
230,"Meng, Y.Shirley",NANO 164 - Adv Micro & Nano Materl/Energy (A),FA16,39,24,90.9%,95.5%,5.59,B+ (3.41),B+ (3.67)
231,"Herz, Richard K",NANO 15 - Engin. Comp Using MATLAB (A),S216,11,6,100.0%,100.0%,5.0,A (4.00),
232,"Opatkiewicz, Justin Paul",NANO 114 - Prob and Stat Methods for Eng (A),S116,15,12,83.3%,91.7%,6.67,B (3.25),
233,"Chen, Yi",NANO 103 - Foundatn NanoEng/Biochem Princ (A),SP16,84,41,80.5%,56.1%,5.63,B+ (3.30),B (3.29)
234,"Ong, Shyue Ping",NANO 106 - Crystallography of Materials (A),SP16,88,70,84.3%,90.0%,7.92,B (3.25),B- (2.92)
235,"Chen, Shaochen",NANO 112 - Synthesis/Fabricatn/NanoEngSys (A),SP16,68,22,63.6%,72.7%,3.23,B+ (3.50),B (3.16)
236,"Cubukcu, Ertugrul",NANO 120B - NanoEng Systems Design II (A),SP16,72,24,75.0%,66.7%,9.28,B+ (3.38),B+ (3.52)
237,"Fenning, David",NANO 120B - NanoEng Systems Design II (A),SP16,72,23,78.3%,82.6%,9.5,B+ (3.39),B+ (3.52)
238,"Luo, Jian",NANO 120B - NanoEng Systems Design II (A),SP16,72,23,78.3%,82.6%,9.5,B+ (3.39),B+ (3.52)
239,"Sirbuly, Donald",NANO 120B - NanoEng Systems Design II (A),SP16,72,23,78.3%,91.3%,9.5,B+ (3.39),B+ (3.52)
240,"Liu, Ping",NANO 148 - Thermodynamics of Materials (A),SP16,78,64,70.3%,64.1%,7.38,B+ (3.35),B (3.13)
241,"Lubarda, Vlado",NANO 150 - Mechanics of Nanomaterials (A),SP16,31,10,90.0%,90.0%,6.3,B+ (3.56),B+ (3.32)
242,"Horvath, Stephen",NANO 161 - Material Selection/Engineering (A),SP16,55,26,96.0%,96.0%,4.66,A- (3.72),B+ (3.48)
243,"Fullerton, Eric E",NANO 168 - Electr/Dielectr/Magnetic Propr (A),SP16,19,8,83.3%,100.0%,7.17,B (3.17),
244,"Wang, Joseph",NANO 1 - NanoEngineering Seminar (A),WI16,41,21,89.5%,94.7%,1.87,A (4.00),
245,"Chen, Shaochen",NANO 101 - Introduction to NanoEngineerng (A),WI16,77,39,89.7%,87.2%,3.91,B+ (3.45),B (3.13)
246,"Sirbuly, Donald",NANO 104 - Foundatn NanoEng/Physical Prin (A),WI16,90,78,71.8%,73.1%,7.47,B- (2.97),B- (2.86)
247,"Esener, Sadik C",NANO 107 - Elect Dev&Circuits for NanoEng (A),WI16,103,55,49.0%,62.7%,10.08,B- (2.96),B- (2.95)
248,"Meng, Y.Shirley",NANO 111 - Characterization/NanoEng Systm (A),WI16,90,61,88.3%,78.3%,4.78,B+ (3.49),B+ (3.48)
