,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,GPA,dept,num
125,125,125,125,125,125,125,125,125,125,125,125,"Yen, Dorothy",CSE 12 - Basic Data Struct & OO Design (A),S116,46,37,97.3%,86.5%,11.53,B+ (3.58),B- (2.76),2.76,cse,12
126,126,126,126,126,126,126,126,126,126,126,126,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),SP16,183,96,92.2%,86.7%,12.66,B+ (3.56),B (3.10),3.1,cse,12
127,127,127,127,127,127,127,127,127,127,127,127,"Langlois, Marina",CSE 12 - Basic Data Struct & OO Design (B),SP16,157,75,95.7%,91.3%,11.57,B+ (3.42),B- (2.86),2.86,cse,12
128,128,128,128,128,128,128,128,128,128,128,128,"Langlois, Marina",CSE 12 - Basic Data Struct & OO Design (C),SP16,241,116,95.7%,87.8%,11.08,B+ (3.41),B- (2.97),2.97,cse,12
129,129,129,129,129,129,129,129,129,129,129,129,"Kesden, Gregory M",CSE 120 - Princ/Computer Operating Systm (A),SP16,189,69,78.0%,55.9%,10.25,B- (2.86),C+ (2.64),2.64,cse,12
130,130,130,130,130,130,130,130,130,130,130,130,"Snoeren, Alex C.",CSE 123 - Computer Networks (A),SP16,129,41,90.0%,100.0%,9.42,B- (2.72),C+ (2.61),2.61,cse,12
131,131,131,131,131,131,131,131,131,131,131,131,"Voelker, Geoffrey M.",CSE 125 - Software Sys Design & Implemnt (A),SP16,33,9,100.0%,100.0%,14.5,A (4.00),A (4.00),4.0,cse,12
132,132,132,132,132,132,132,132,132,132,132,132,"Shacham, Hovav",CSE 127 - Intro to Computer Security (A),SP16,58,25,95.7%,95.7%,11.05,B (3.10),B- (2.95),2.95,cse,12
133,133,133,133,133,133,133,133,133,133,133,133,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),WI16,168,104,99.0%,92.8%,11.39,B+ (3.58),B (3.08),3.08,cse,12
134,134,134,134,134,134,134,134,134,134,134,134,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (B),WI16,111,68,98.4%,92.2%,12.63,B+ (3.62),B (3.08),3.08,cse,12
135,135,135,135,135,135,135,135,135,135,135,135,"Langlois, Marina",CSE 12 - Basic Data Struct & OO Design (C),WI16,126,55,90.4%,80.8%,9.35,B+ (3.38),B- (2.93),2.93,cse,12
136,136,136,136,136,136,136,136,136,136,136,136,"Langlois, Marina",CSE 12 - Basic Data Struct & OO Design (D),WI16,126,66,96.8%,83.9%,8.63,B+ (3.42),B- (2.93),2.93,cse,12
137,137,137,137,137,137,137,137,137,137,137,137,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),WI16,275,154,95.4%,96.7%,9.47,B+ (3.32),B- (2.92),2.92,cse,12
138,138,138,138,138,138,138,138,138,138,138,138,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (B),WI16,141,71,97.1%,98.5%,9.38,B (3.25),B- (2.92),2.92,cse,12
139,139,139,139,139,139,139,139,139,139,139,139,"Porter, George M",CSE 124 - Networked Services (A),WI16,135,57,94.6%,98.2%,7.85,B+ (3.55),B+ (3.39),3.39,cse,12
140,140,140,140,140,140,140,140,140,140,140,140,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),FA15,63,25,95.7%,95.7%,15.8,B+ (3.57),B (3.06),3.06,cse,12
141,141,141,141,141,141,141,141,141,141,141,141,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (B),FA15,85,49,95.3%,93.0%,15.4,B+ (3.32),B (3.06),3.06,cse,12
142,142,142,142,142,142,142,142,142,142,142,142,"Langlois, Marina",CSE 12 - Basic Data Struct & OO Design (C),FA15,50,19,94.1%,88.2%,10.63,B- (2.88),B- (2.79),2.79,cse,12
143,143,143,143,143,143,143,143,143,143,143,143,"Langlois, Marina",CSE 12 - Basic Data Struct & OO Design (D),FA15,71,30,96.4%,89.3%,10.43,B (3.29),B- (2.79),2.79,cse,12
144,144,144,144,144,144,144,144,144,144,144,144,"Voelker, Geoffrey M.",CSE 120 - Princ/Computer Operating Systm (A),FA15,185,72,91.2%,98.5%,11.68,B+ (3.34),B (3.03),3.03,cse,12
145,145,145,145,145,145,145,145,145,145,145,145,"Zhou, Yuan-Yuan",CSE 120 - Princ/Computer Operating Systm (B),FA15,128,54,84.3%,62.7%,11.15,B- (2.81),B- (2.84),2.84,cse,12
146,146,146,146,146,146,146,146,146,146,146,146,"Snoeren, Alex C.",CSE 123 - Computer Networks (A),FA15,87,23,80.0%,95.0%,10.82,B- (2.79),B- (2.74),2.74,cse,12
147,147,147,147,147,147,147,147,147,147,147,147,"Savage, Stefan Roberts",CSE 127 - Intro to Computer Security (A),FA15,152,54,96.2%,94.3%,5.78,B (3.06),B- (2.82),2.82,cse,12
148,148,148,148,148,148,148,148,148,148,148,148,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),S215,26,6,100.0%,100.0%,15.7,B+ (3.33),B (3.27),3.27,cse,12
149,149,149,149,149,149,149,149,149,149,149,149,"Shonle, Macneil Charles",CSE 12 - Basic Data Struct & OO Design (A),S115,95,31,93.1%,86.2%,8.65,B+ (3.64),B+ (3.32),3.32,cse,12
150,150,150,150,150,150,150,150,150,150,150,150,"Alvarado, Christine J.",CSE 12 - Basic Data Struct & OO Design (A),SP15,176,160,94.9%,95.6%,10.79,B (3.30),B- (2.75),2.75,cse,12
151,151,151,151,151,151,151,151,151,151,151,151,"Alvarado, Christine J.",CSE 12 - Basic Data Struct & OO Design (B),SP15,183,157,97.4%,96.8%,11.34,B+ (3.38),B- (2.75),2.75,cse,12
152,152,152,152,152,152,152,152,152,152,152,152,"Shonle, Macneil Charles",CSE 12 - Basic Data Struct & OO Design (C),SP15,141,63,90.5%,50.8%,5.33,B+ (3.68),B+ (3.62),3.62,cse,12
153,153,153,153,153,153,153,153,153,153,153,153,"Shonle, Macneil Charles",CSE 12 - Basic Data Struct & OO Design (D),SP15,135,58,91.4%,55.2%,5.18,A- (3.80),B+ (3.62),3.62,cse,12
154,154,154,154,154,154,154,154,154,154,154,154,"Klemperer, Peter Friedrich",CSE 120 - Princ/Computer Operating Systm (B),SP15,136,50,85.7%,69.4%,9.69,B (3.21),B- (2.86),2.86,cse,12
155,155,155,155,155,155,155,155,155,155,155,155,"Savage, Stefan Roberts",CSE 123 - Computer Networks (A),SP15,102,63,88.1%,91.5%,8.05,B- (2.78),B- (2.98),2.98,cse,12
156,156,156,156,156,156,156,156,156,156,156,156,"Voelker, Geoffrey M.",CSE 125 - Software Sys Design & Implemnt (A),SP15,34,11,100.0%,100.0%,17.1,A (4.00),A (4.00),4.0,cse,12
157,157,157,157,157,157,157,157,157,157,157,157,"Shacham, Hovav",CSE 127 - Intro to Computer Security (A),SP15,94,31,93.5%,96.8%,10.9,B- (2.97),C (2.02),2.02,cse,12
158,158,158,158,158,158,158,158,158,158,158,158,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),WI15,231,144,94.2%,84.8%,12.97,B+ (3.39),B (3.03),3.03,cse,12
159,159,159,159,159,159,159,159,159,159,159,159,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (B),WI15,158,99,96.8%,74.7%,11.85,B+ (3.40),B (3.03),3.03,cse,12
160,160,160,160,160,160,160,160,160,160,160,160,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),WI15,144,86,91.6%,97.6%,9.99,B (3.20),B- (2.99),2.99,cse,12
161,161,161,161,161,161,161,161,161,161,161,161,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (B),WI15,144,73,98.6%,100.0%,9.38,B+ (3.41),B- (2.99),2.99,cse,12
162,162,162,162,162,162,162,162,162,162,162,162,"Porter, George M",CSE 124 - Networked Services (A),WI15,102,39,88.2%,97.1%,7.65,B (3.24),B (3.11),3.11,cse,12
163,163,163,163,163,163,163,163,163,163,163,163,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),FA14,174,71,88.5%,80.3%,15.7,B (3.13),B- (2.82),2.82,cse,12
164,164,164,164,164,164,164,164,164,164,164,164,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (B),FA14,174,71,89.1%,74.5%,15.37,B+ (3.37),B- (2.82),2.82,cse,12
165,165,165,165,165,165,165,165,165,165,165,165,"Voelker, Geoffrey M.",CSE 120 - Princ/Computer Operating Systm (B),FA14,184,76,86.6%,97.0%,11.21,B (3.08),B (3.05),3.05,cse,12
166,166,166,166,166,166,166,166,166,166,166,166,"Snoeren, Alex C.",CSE 123 - Computer Networks (A),FA14,113,50,89.6%,97.9%,10.13,B (3.04),C+ (2.39),2.39,cse,12
167,167,167,167,167,167,167,167,167,167,167,167,"Levchenko, Kirill I.",CSE 127 - Intro to Computer Security (A),FA14,87,46,78.6%,90.5%,11.15,B- (2.89),B- (2.75),2.75,cse,12
168,168,168,168,168,168,168,168,168,168,168,168,"Alvarado, Christine J.",CSE 12 - Basic Data Struct & OO Design (A),SP14,176,134,97.0%,99.2%,12.08,B+ (3.32),B- (2.91),2.91,cse,12
169,169,169,169,169,169,169,169,169,169,169,169,"Papadopoulos, Philip Micha",CSE 12 - Basic Data Struct & OO Design (B),SP14,186,157,96.8%,80.1%,10.64,B (3.28),B- (2.84),2.84,cse,12
170,170,170,170,170,170,170,170,170,170,170,170,"Zhou, Yuan-Yuan",CSE 120 - Princ/Computer Operating Systm (A),SP14,69,24,100.0%,86.4%,11.41,B- (2.90),C+ (2.58),2.58,cse,12
171,171,171,171,171,171,171,171,171,171,171,171,"Voelker, Geoffrey M.",CSE 125 - Software Sys Design & Implemnt (A),SP14,32,14,100.0%,100.0%,15.93,A- (3.93),A (4.00),4.0,cse,12
172,172,172,172,172,172,172,172,172,172,172,172,"Shacham, Hovav",CSE 127 - Intro to Computer Security (A),SP14,176,76,87.5%,90.3%,10.5,B (3.04),C+ (2.30),2.3,cse,12
173,173,173,173,173,173,173,173,173,173,173,173,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),WI14,181,85,94.0%,84.3%,13.14,B+ (3.55),B- (2.77),2.77,cse,12
174,174,174,174,174,174,174,174,174,174,174,174,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (B),WI14,139,51,91.3%,78.3%,14.28,B+ (3.39),B- (2.77),2.77,cse,12
175,175,175,175,175,175,175,175,175,175,175,175,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),WI14,134,95,94.7%,96.8%,8.15,B+ (3.39),B- (2.90),2.9,cse,12
176,176,176,176,176,176,176,176,176,176,176,176,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (B),WI14,136,86,100.0%,100.0%,9.79,B+ (3.45),B- (2.90),2.9,cse,12
177,177,177,177,177,177,177,177,177,177,177,177,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),FA13,155,52,90.2%,80.4%,16.85,B (3.04),C+ (2.47),2.47,cse,12
178,178,178,178,178,178,178,178,178,178,178,178,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (B),FA13,89,26,90.5%,61.9%,15.17,B (3.05),C+ (2.47),2.47,cse,12
179,179,179,179,179,179,179,179,179,179,179,179,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),FA13,134,60,98.3%,96.7%,8.57,B (3.17),B- (2.71),2.71,cse,12
180,180,180,180,180,180,180,180,180,180,180,180,"Snoeren, Alex C.",CSE 123 - Computer Networks (A),FA13,79,35,93.8%,96.9%,11.94,B (3.00),C+ (2.66),2.66,cse,12
181,181,181,181,181,181,181,181,181,181,181,181,"Chandrashekhar, Roshni",CSE 12 - Basic Data Struct & OO Design (A),S113,83,64,96.7%,80.0%,12.1,B (3.10),B- (2.82),2.82,cse,12
182,182,182,182,182,182,182,182,182,182,182,182,"Varna, Rakesh Laxmisha",CSE 12 - Basic Data Struct & OO Design (A),S113,84,62,96.7%,93.4%,12.04,B (3.08),B- (2.82),2.82,cse,12
183,183,183,183,183,183,183,183,183,183,183,183,"Lee, Cynthia Bailey",CSE 12 - Basic Data Struct & OO Design (A),SP13,193,97,95.9%,94.8%,9.3,B (3.28),B (3.10),3.1,cse,12
184,184,184,184,184,184,184,184,184,184,184,184,"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (B),SP13,180,58,94.6%,73.2%,8.29,B (3.27),B (3.03),3.03,cse,12
185,185,185,185,185,185,185,185,185,185,185,185,"Zhou, Yuan-Yuan",CSE 120 - Princ/Computer Operating Systm (A),SP13,69,21,85.7%,61.9%,12.98,B (3.10),B- (2.78),2.78,cse,12
186,186,186,186,186,186,186,186,186,186,186,186,"Polyzos, George C",CSE 123 - Computer Networks (A),SP13,58,19,84.2%,52.6%,6.94,B+ (3.32),B- (2.74),2.74,cse,12
187,187,187,187,187,187,187,187,187,187,187,187,"Voelker, Geoffrey M.",CSE 125 - Software Sys Design & Implemnt (A),SP13,36,10,100.0%,100.0%,16.9,A- (3.90),A- (3.94),3.94,cse,12
188,188,188,188,188,188,188,188,188,188,188,188,"Shacham, Hovav",CSE 127 - Intro to Computer Security (A),SP13,80,37,97.3%,100.0%,7.67,B+ (3.49),B (3.00),3.0,cse,12
189,189,189,189,189,189,189,189,189,189,189,189,"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),WI13,192,70,94.2%,76.8%,7.96,B+ (3.57),B (3.25),3.25,cse,12
190,190,190,190,190,190,190,190,190,190,190,190,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),WI13,89,53,96.2%,98.1%,9.93,B+ (3.34),B- (2.95),2.95,cse,12
191,191,191,191,191,191,191,191,191,191,191,191,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (B),WI13,51,27,92.6%,100.0%,8.94,B (3.20),B- (2.95),2.95,cse,12
192,192,192,192,192,192,192,192,192,192,192,192,"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),FA12,198,83,94.5%,84.9%,9.38,B+ (3.46),B- (2.92),2.92,cse,12
193,193,193,193,193,193,193,193,193,193,193,193,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (B),FA12,142,61,100.0%,98.3%,9.4,B (3.22),B- (2.89),2.89,cse,12
194,194,194,194,194,194,194,194,194,194,194,194,"Polyzos, George C",CSE 123 - Computer Networks (A),FA12,102,36,80.6%,41.9%,6.69,B- (2.90),B- (2.98),2.98,cse,12
195,195,195,195,195,195,195,195,195,195,195,195,"Savage, Stefan Roberts",CSE 127 - Intro to Computer Security (A),FA12,120,45,90.2%,87.8%,4.05,B (3.26),B- (2.82),2.82,cse,12
196,196,196,196,196,196,196,196,196,196,196,196,"Whitehill, Jacob R",CSE 12 - Basic Data Struct & OO Design (B),S112,73,22,90.9%,100.0%,8.86,B+ (3.32),B+ (3.40),3.4,cse,12
197,197,197,197,197,197,197,197,197,197,197,197,"Webb, Kevin C",CSE 120 - Princ/Computer Operating Systm (A),S112,22,20,100.0%,100.0%,13.3,B- (2.75),B- (2.88),2.88,cse,12
198,198,198,198,198,198,198,198,198,198,198,198,"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),SP12,172,62,98.4%,87.1%,11.08,B (3.25),B- (2.88),2.88,cse,12
199,199,199,199,199,199,199,199,199,199,199,199,"Zhou, Yuan-Yuan",CSE 120 - Princ/Computer Operating Systm (A),SP12,76,32,84.4%,68.8%,11.13,B (3.16),B- (2.85),2.85,cse,12
200,200,200,200,200,200,200,200,200,200,200,200,"Voelker, Geoffrey M.",CSE 125 - Software Sys Design & Implemnt (A),SP12,33,16,100.0%,100.0%,18.88,A- (3.86),A (4.00),4.0,cse,12
201,201,201,201,201,201,201,201,201,201,201,201,"Savage, Stefan Roberts",CSE 127 - Intro to Computer Security (A),SP12,137,48,95.7%,91.3%,5.02,B+ (3.43),B (3.16),3.16,cse,12
202,202,202,202,202,202,202,202,202,202,202,202,"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),WI12,150,63,93.5%,85.5%,9.74,B+ (3.57),B (3.00),3.0,cse,12
203,203,203,203,203,203,203,203,203,203,203,203,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),WI12,188,89,95.4%,95.4%,8.59,B (3.18),B- (2.89),2.89,cse,12
204,204,204,204,204,204,204,204,204,204,204,204,"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),FA11,157,53,94.3%,80.8%,9.25,B+ (3.43),B- (2.83),2.83,cse,12
205,205,205,205,205,205,205,205,205,205,205,205,"Zhou, Yuan-Yuan",CSE 120 - Princ/Computer Operating Systm (A),FA11,64,29,89.3%,85.7%,11.74,B+ (3.32),B+ (3.40),3.4,cse,12
206,206,206,206,206,206,206,206,206,206,206,206,"Savage, Stefan Roberts",CSE 123 - Computer Networks (A),FA11,129,61,90.2%,83.6%,6.3,B+ (3.56),B+ (3.45),3.45,cse,12
207,207,207,207,207,207,207,207,207,207,207,207,"Shacham, Hovav",CSE 127 - Intro to Computer Security (A),FA11,52,27,100.0%,100.0%,9.69,A- (3.70),B (3.09),3.09,cse,12
208,208,208,208,208,208,208,208,208,208,208,208,"Whitehill, Jacob R",CSE 12 - Basic Data Struct & OO Design (A),S211,38,22,95.5%,95.5%,11.41,B (3.19),B (3.24),3.24,cse,12
209,209,209,209,209,209,209,209,209,209,209,209,"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),S111,51,16,81.3%,86.7%,11.0,B+ (3.40),C+ (2.58),2.58,cse,12
210,210,210,210,210,210,210,210,210,210,210,210,"Taylor, Cynthia Bagier",CSE 120 - Princ/Computer Operating Systm (A),S111,33,27,100.0%,96.3%,10.94,B (3.07),B- (2.83),2.83,cse,12
211,211,211,211,211,211,211,211,211,211,211,211,"Kanich, Christopher W",CSE 123 - Computer Networks (A),S111,12,6,100.0%,100.0%,16.5,B (3.00),,,cse,12
212,212,212,212,212,212,212,212,212,212,212,212,"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),SP11,164,69,82.6%,50.7%,10.3,B (3.19),B- (2.71),2.71,cse,12
213,213,213,213,213,213,213,213,213,213,213,213,"Zhou, Yuan-Yuan",CSE 120 - Princ/Computer Operating Systm (A),SP11,55,22,95.5%,95.5%,10.12,B (3.18),B- (2.89),2.89,cse,12
214,214,214,214,214,214,214,214,214,214,214,214,"Voelker, Geoffrey M.",CSE 125 - Software Sys Design & Implemnt (A),SP11,30,14,100.0%,100.0%,15.93,A- (3.86),A- (3.97),3.97,cse,12
215,215,215,215,215,215,215,215,215,215,215,215,"Shacham, Hovav",CSE 127 - Intro to Computer Security (A),SP11,76,46,100.0%,100.0%,8.37,B+ (3.57),B+ (3.40),3.4,cse,12
216,216,216,216,216,216,216,216,216,216,216,216,"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),WI11,83,39,92.3%,64.1%,9.17,B (3.26),B (3.06),3.06,cse,12
217,217,217,217,217,217,217,217,217,217,217,217,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),WI11,141,72,95.8%,94.4%,10.53,B+ (3.32),B- (2.90),2.9,cse,12
218,218,218,218,218,218,218,218,218,218,218,218,"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),FA10,98,49,91.3%,71.7%,9.18,B (3.15),B- (2.89),2.89,cse,12
219,219,219,219,219,219,219,219,219,219,219,219,"Zhou, Yuan-Yuan",CSE 120 - Princ/Computer Operating Systm (A),FA10,59,22,77.3%,81.8%,9.83,B+ (3.32),B+ (3.38),3.38,cse,12
220,220,220,220,220,220,220,220,220,220,220,220,"Snoeren, Alex C.",CSE 123 - Computer Networks (A),FA10,35,22,95.5%,95.5%,10.5,B (3.14),B- (2.85),2.85,cse,12
221,221,221,221,221,221,221,221,221,221,221,221,"Balakrishnannairsa, Manoj",CSE 124 - Networked Services (A),FA10,28,13,84.6%,46.2%,5.88,B (3.15),B+ (3.53),3.53,cse,12
222,222,222,222,222,222,222,222,222,222,222,222,"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),SU10,32,9,77.8%,88.9%,12.5,B+ (3.38),,,cse,12
223,223,223,223,223,223,223,223,223,223,223,223,"Anderson, James W.",CSE 120 - Princ/Computer Operating Systm (A),SU10,11,5,60.0%,60.0%,18.5,B (3.00),,,cse,12
224,224,224,224,224,224,224,224,224,224,224,224,"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),SP10,137,65,90.8%,66.2%,8.87,B+ (3.49),B (3.12),3.12,cse,12
225,225,225,225,225,225,225,225,225,225,225,225,"Zhou, Yuan-Yuan",CSE 120 - Princ/Computer Operating Systm (A),SP10,62,26,69.2%,50.0%,9.35,B- (2.96),B (3.12),3.12,cse,12
226,226,226,226,226,226,226,226,226,226,226,226,"Varghese, George",CSE 123 - Computer Networks (A),SP10,69,29,92.9%,85.7%,6.93,B+ (3.50),B+ (3.61),3.61,cse,12
227,227,227,227,227,227,227,227,227,227,227,227,"Voelker, Geoffrey M.",CSE 125 - Software Sys Design & Implemnt (A),SP10,34,26,100.0%,100.0%,18.58,A- (3.96),A- (3.98),3.98,cse,12
228,228,228,228,228,228,228,228,228,228,228,228,"Shacham, Hovav",CSE 127 - Intro/Computer Security (A),SP10,54,29,100.0%,96.6%,9.5,B+ (3.34),B (3.02),3.02,cse,12
229,229,229,229,229,229,229,229,229,229,229,229,"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),WI10,91,45,97.8%,86.7%,8.23,B+ (3.43),B- (2.99),2.99,cse,12
230,230,230,230,230,230,230,230,230,230,230,230,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),WI10,86,53,98.1%,94.2%,10.19,B (3.18),B (3.08),3.08,cse,12
231,231,231,231,231,231,231,231,231,231,231,231,"Snoeren, Alex C.",CSE 121 - Oper Systms:Architc&Implementn (A),WI10,8,7,71.4%,85.7%,12.5,B (3.29),,,cse,12
232,232,232,232,232,232,232,232,232,232,232,232,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),FA09,88,62,90.3%,95.2%,13.92,B+ (3.46),B- (2.83),2.83,cse,12
233,233,233,233,233,233,233,233,233,233,233,233,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),FA09,56,31,90.0%,90.0%,8.37,B+ (3.31),B (3.03),3.03,cse,12
234,234,234,234,234,234,234,234,234,234,234,234,"Savage, Stefan Roberts",CSE 123 - Computer Networks (A),FA09,49,38,89.5%,97.4%,5.66,B+ (3.43),B (3.17),3.17,cse,12
235,235,235,235,235,235,235,235,235,235,235,235,"Balakrishnannairsa, Manoj",CSE 124 - Networked Services (A),FA09,14,12,83.3%,50.0%,6.0,B+ (3.42),,,cse,12
236,236,236,236,236,236,236,236,236,236,236,236,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),SU09,24,13,92.3%,84.6%,14.81,B+ (3.50),,,cse,12
237,237,237,237,237,237,237,237,237,237,237,237,"Uyeda, Frank Christopher",CSE 120 - Princ/Computer Operating Systm (A),SU09,17,12,75.0%,81.8%,17.33,C+ (2.64),,,cse,12
238,238,238,238,238,238,238,238,238,238,238,238,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),SP09,116,93,89.2%,90.3%,14.37,B (3.25),B- (2.76),2.76,cse,12
239,239,239,239,239,239,239,239,239,239,239,239,"Voelker, Geoffrey M.",CSE 120 - Princ/Computer Operating Systm (A),SP09,58,38,92.1%,100.0%,12.61,B+ (3.43),B- (2.92),2.92,cse,12
240,240,240,240,240,240,240,240,240,240,240,240,"Varghese, George",CSE 123 - Computer Networks (A),SP09,31,28,85.7%,89.3%,3.86,B+ (3.39),B+ (3.36),3.36,cse,12
241,241,241,241,241,241,241,241,241,241,241,241,"Voelker, Geoffrey M.",CSE 125 - Software Sys Design & Implemnt (A),SP09,15,13,100.0%,100.0%,19.27,A- (3.85),,,cse,12
242,242,242,242,242,242,242,242,242,242,242,242,"Savage, Stefan Roberts",CSE 127 - Intro/Computer Security (A),SP09,51,28,100.0%,100.0%,3.36,A- (3.82),B+ (3.30),3.3,cse,12
243,243,243,243,243,243,243,243,243,243,243,243,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),WI09,84,72,93.0%,90.3%,14.19,B+ (3.31),B- (2.74),2.74,cse,12
244,244,244,244,244,244,244,244,244,244,244,244,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),WI09,44,37,94.3%,91.4%,8.39,B (3.21),B- (2.92),2.92,cse,12
245,245,245,245,245,245,245,245,245,245,245,245,"Snoeren, Alex C.",CSE 121 - Oper Systms:Architc&Implementn (A),WI09,9,7,100.0%,100.0%,7.07,B (3.29),,,cse,12
246,246,246,246,246,246,246,246,246,246,246,246,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),FA08,65,48,84.8%,85.1%,11.75,B (3.22),B- (2.75),2.75,cse,12
247,247,247,247,247,247,247,247,247,247,247,247,"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),FA08,59,34,93.9%,90.6%,8.44,B (3.03),B- (2.90),2.9,cse,12
248,248,248,248,248,248,248,248,248,248,248,248,"Varghese, George",CSE 123 - Computer Networks (A),FA08,36,31,93.5%,96.8%,6.11,B (3.11),B (3.25),3.25,cse,12
249,249,249,249,249,249,249,249,249,249,249,249,"Shacham, Hovav",CSE 127 - Intro/Computer Security (A),FA08,15,9,100.0%,100.0%,9.39,B+ (3.44),,,cse,12
250,250,250,250,250,250,250,250,250,250,250,250,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),SU08,28,26,96.2%,100.0%,15.96,B- (2.87),,,cse,12
251,251,251,251,251,251,251,251,251,251,251,251,"AuYoung, Alvin",CSE 120 - Princ/Computer Operating Systm (A),SU08,17,14,100.0%,100.0%,17.88,B (3.14),,,cse,12
252,252,252,252,252,252,252,252,252,252,252,252,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),SP08,84,61,91.7%,96.7%,15.07,B (3.22),C+ (2.66),2.66,cse,12
253,253,253,253,253,253,253,253,253,253,253,253,"Snoeren, Alex C.",CSE 120 - Princ/Computer Operating Systm (A),SP08,64,56,88.7%,96.3%,12.29,B (3.19),B- (2.95),2.95,cse,12
254,254,254,254,254,254,254,254,254,254,254,254,"Varghese, George",CSE 123 - Computer Networks (A),SP08,30,21,81.0%,90.5%,3.64,B+ (3.30),B+ (3.53),3.53,cse,12
255,255,255,255,255,255,255,255,255,255,255,255,"Voelker, Geoffrey M.",CSE 125 - Software Sys Design & Implemnt (A),SP08,22,23,95.7%,100.0%,18.67,A- (3.91),A- (3.99),3.99,cse,12
256,256,256,256,256,256,256,256,256,256,256,256,"Savage, Stefan Roberts",CSE 127 - Intro/Computer Security (A),SP08,58,41,100.0%,100.0%,2.7,A- (3.76),B- (2.94),2.94,cse,12
257,257,257,257,257,257,257,257,257,257,257,257,"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),WI08,48,39,87.2%,84.2%,13.94,B (3.14),B- (2.71),2.71,cse,12
258,258,258,258,258,258,258,258,258,258,258,258,"Shacham, Hovav",CSE 127 - Intro/Computer Security (A),WI08,3,5,100.0%,100.0%,10.5,B (3.00),,,cse,12
